song_id,embedding_0,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15
1984,0.5885848,-0.5364384,0.028362423,0.93305117,-1.3042928,2.1869502,0.20767502,-0.34997135,0.2419171,0.45308653,0.21393515,0.43940425,-0.5041281,-0.159693,-0.46419674,0.39722133
747,0.8224609,0.20844033,-0.31403324,-0.015182495,-1.5512362,1.6318178,0.15720007,-0.30975673,-0.9922437,0.31944072,-0.2321985,-0.58440363,-0.4611862,-0.6960323,1.0086186,0.24051213
1589,-1.2126362,-1.8763311,-0.55529606,0.45362836,1.4823298,-1.0509704,0.32266176,2.320165,0.1800852,0.5838149,0.094881654,1.3584156,0.30349135,1.159678,0.7246091,0.21014693
1576,-0.45193863,-1.033944,-0.8441457,1.1266453,0.39315495,0.7994121,0.20459566,1.411483,0.37307918,0.06397486,-1.7092761,0.4082705,-1.3166316,-1.15982,-0.54658574,-0.8161294
1210,-0.47208783,-1.4233173,-1.2123708,0.43610445,-1.0164964,-0.32901502,-0.115699336,-0.4799668,-0.36125576,-1.0275106,0.09102517,-0.39204675,-0.13105404,-0.44596133,-0.53994095,-1.4214247
784,1.4819187,-0.544265,1.5159283,0.68162954,2.032333,1.484164,0.3059766,-0.035181314,-0.99711007,-0.29479533,-1.3360107,-2.954969,1.4405075,-0.002783537,0.40039948,-0.44301438
790,-0.80763185,3.1772048,0.53341484,-1.5258955,0.7681322,-0.61517406,-1.5646205,0.4796814,0.8228157,2.6009548,0.8279979,-2.0858765,-0.27526224,-0.8930019,-0.4227282,-1.4202826
1204,-0.65137136,0.3182837,0.58725756,1.1632133,0.6542635,-0.9186314,0.15733783,-1.5885158,0.9355349,-1.1060979,-0.03865224,0.26213884,0.16887134,-1.2894568,-1.0133357,-0.41089433
1562,-0.07602516,-0.24791823,1.3977319,0.92252773,0.79721284,0.7134164,0.38685408,0.2933798,1.2834294,0.9619002,-2.2167819,1.151187,3.4188352,0.43186054,2.0782328,0.15495616
2043,-0.74068356,-0.8712713,-0.65501475,0.35670486,-0.9997844,-1.8778265,0.85425824,-0.4325257,0.53637093,-2.944861,1.5418086,-1.0577023,-0.8387604,2.7556627,-0.5439962,-0.34859675
960,0.71561193,2.7329936,0.28185278,-1.4144173,0.43382323,-0.70885026,-0.25900072,-0.2677743,2.1157439,-0.66007006,-1.1693149,-0.95128804,0.7855989,-0.85667956,-2.4733183,-1.2959974
974,0.2563832,-0.038499333,-0.5274046,-0.22301924,0.0018753558,2.137051,-0.8781332,-1.8127004,0.3617409,-1.4526191,1.5195328,0.6144868,-0.647135,-0.6020688,-0.6900865,-0.32869828
1238,-0.8448585,0.14523365,-0.95672846,0.8183507,0.5397793,1.7414466,0.7811388,-0.037400484,0.42351356,1.7585962,0.52857506,0.50354,2.2753386,-0.873103,-0.50840116,0.7732215
2057,0.20023718,0.23282576,-0.0712924,-0.5615831,0.7278589,0.57956433,-0.29576933,0.16493192,0.7033795,0.30497468,0.7652477,-0.13444519,1.449291,0.5109767,-0.0124756545,0.763752
155,-0.9556198,0.46993172,0.3694825,-0.9144156,0.17206474,-0.32692817,-0.812544,0.3303426,-1.5696937,1.8514171,0.31315285,1.3151692,-1.2696027,-0.9416393,-0.03106296,2.481169
169,-0.5144249,-0.91257906,-0.04637579,-1.846432,-0.41203004,0.34938648,-1.1910774,0.50990444,-1.88075,-0.18875161,0.31804773,1.14326,0.67084455,0.2592838,0.5862452,-0.9622681
83,-1.0727589,0.8457965,-1.1752731,0.034691185,0.4270072,-0.01587841,-0.72799456,-0.26997846,-0.22955316,-0.7854634,0.5073713,-0.8889025,0.8357203,-0.004760891,0.10863939,0.19396186
1402,0.44966382,-1.2707098,-2.0537484,0.2261701,-0.8367388,-0.76661325,-0.3762033,-0.9680172,-0.56388164,0.017054796,0.45299572,0.3214901,0.67771876,1.8550341,-0.89561844,1.9544125
196,-0.8456719,1.5136461,-2.4260697,-0.7667656,-0.93550557,-1.9757736,0.6091412,-0.30367085,-0.7421689,1.5977682,-1.6432815,-1.8557051,-0.6700854,-0.030773818,0.6753259,-0.24197285
68,0.274879,0.031117544,-0.07429448,-0.6213,-1.7248336,1.3187273,0.26532248,1.1064558,-0.06708151,0.19157633,-0.5395284,-0.8972322,-0.01818148,-1.0382606,0.2744757,-0.37513375
1364,-0.9220138,-0.78684235,-0.943536,1.245707,-0.32930642,1.7641544,-0.86169934,0.0041943192,1.6061473,0.6079559,-0.94766253,-0.5547912,0.8594046,0.3983992,0.46963674,0.50681865
1370,-1.9753861,-0.9382448,0.9346621,0.18124683,0.68394744,0.40968883,1.381744,1.233583,-1.4149688,0.72273207,-0.7846037,1.2213724,-2.5437431,-0.89496255,1.2961917,-0.37933397
182,1.8150591,0.17606805,0.0669263,-1.2564062,-0.48986286,0.42502737,0.32071316,1.9442382,-1.8426943,-0.537542,-0.31943288,0.11993274,0.0069077015,1.4033415,-0.21422231,2.4956367
1416,-1.1757665,-0.9702192,0.6088133,0.87237155,-1.0351217,0.0039566755,0.0907253,0.51344645,0.044590406,-0.95261574,0.32558686,0.5079019,-1.0328507,-0.2266263,-1.627012,-0.88965875
54,-0.032187253,0.023236245,0.1702384,-2.198845,-0.51479274,-1.0749166,-0.5782027,0.46552992,-0.75177485,0.34202194,0.34670782,-0.005204443,0.95144236,-1.6953833,2.1651878,1.6010777
1358,0.3883943,0.27238923,0.83949614,1.3832091,2.430643,-0.27229267,-1.1013432,0.76383173,1.198212,0.48343322,1.0739498,-0.7487237,-1.1818482,1.2315633,-0.65560234,0.7949866
814,-1.2286086,1.9318058,-0.5126697,-3.8915162,2.1816342,-1.8515106,-1.728902,-0.35226142,1.0497859,0.594885,0.7087231,-1.4215685,-1.1165367,-0.12346622,-0.5243108,-0.6468408
40,1.2214663,0.14149907,-0.92715746,-0.6500799,-0.58509177,-0.8293166,0.05953364,-0.00037284195,-0.011882684,-0.3367967,-0.11648409,0.13553117,0.52738106,-0.64692277,-1.1336398,-0.36277217
800,-0.76105666,0.27419603,-0.74371994,-0.79362243,0.18494199,-0.69638735,0.5398653,-0.41402018,0.0020708218,-0.91761625,0.591888,-0.22858424,1.2092049,1.2474427,0.11987987,-0.036465794
431,-0.97663,0.9112873,-0.5007918,-1.1554646,1.8992852,0.99067646,1.2572312,-0.049139857,-0.40067178,-0.22334146,0.89591575,0.8297354,-2.7868454,0.0022683814,0.766277,-1.0987022
357,-0.97654915,0.6457872,1.0224354,-0.6699734,0.19049619,0.46371502,1.1933513,-0.3949206,0.7153662,-0.41469806,0.78198886,0.52675366,0.34409422,0.82580304,0.7203609,-1.4477488
343,-0.6794029,0.8150483,-0.31449068,-0.48501018,0.31698006,0.3501554,0.28300595,-0.07436078,0.390367,0.5769616,0.21132588,1.5176779,-1.1383574,0.16159241,-0.75021815,1.0599992
425,0.1623205,1.7307428,1.2073892,-0.9153437,1.164642,-1.5299554,-0.5860696,-0.2635507,1.0725448,-0.15465915,0.099183746,-1.53078,-2.310859,0.18680832,0.91658926,0.42935473
1199,0.8600414,-0.15346286,-0.7695962,0.22250763,-0.5843073,0.7953646,1.6865717,0.5020747,-0.2104793,-0.2487083,-0.93728065,1.4944654,0.4069763,-0.52092373,-1.4430494,0.041481182
1827,-0.57150435,0.56121516,0.12499097,1.2844477,-0.20668504,-0.7931737,-1.1682105,0.5828209,1.5637789,-0.3489381,0.62211186,-1.3573861,2.489105,-0.9334003,-0.07382437,0.67756987
1833,0.14307648,-0.5451163,-0.23053783,0.09528226,-0.6122799,0.44356048,0.27282476,-0.8308417,0.43186265,1.4790558,-0.5880735,-0.36595362,0.15552823,-1.2958009,0.36453855,0.28540802
419,-0.8277093,1.4579711,-0.7876384,0.08151095,-0.85049593,1.5218257,0.08271388,-2.2379942,-0.6966295,0.41235927,-1.0112832,0.2327939,-0.76291996,-0.8386643,0.54626155,2.4113557
1166,-0.9213891,-1.4043398,0.13757406,0.6074383,-0.80812967,1.03392,-0.17615402,0.39814946,0.27299517,1.4563591,-0.38234648,0.13523987,-0.90118265,-0.4240545,2.5628054,1.5627174
1600,-1.9281735,-0.35773826,-1.4596758,0.84623414,3.8260663,0.069542736,1.8829205,0.93503237,1.3674769,0.14722994,-1.7244321,-1.254703,-1.4333339,-0.7661661,-2.0871837,-0.8967477
1614,-0.45664266,-0.78721845,-1.4453487,0.41702765,0.22685367,1.6354914,-0.18680361,0.93150425,0.85657847,-0.7212959,0.66269773,-0.117948025,-1.0378673,1.5574582,1.6522661,0.90014637
380,-0.46909478,1.1787045,0.29207778,-1.5084635,-0.61103123,0.39856666,0.6563291,-0.99252576,1.2021682,0.89941394,-0.10158393,1.6596925,-0.5344492,0.44342217,-1.2238159,0.3186336
1172,-0.43080217,-1.7897596,-1.794069,0.018721342,-1.2771125,-0.47034895,-0.1804424,0.007640183,-0.07486996,1.4241843,-0.69538933,0.39999798,-0.6802074,-0.9797293,-0.11273903,-1.8902133
1628,0.32171494,0.46440804,0.40221074,0.2574316,0.7632135,0.16944355,0.8618642,-0.71471566,-2.1700685,1.4483808,0.5001234,-0.60993236,-0.36541983,0.392944,-1.5348027,-0.90252054
1629,-0.6873503,-1.1977106,0.3084248,0.8816442,0.5045265,-0.42994344,0.44199347,0.46006298,-0.51483876,-0.08531621,-0.7503624,-0.31642234,-0.10015875,-1.0263739,-1.2478746,-1.4074577
381,-0.15381807,-0.51226157,1.025042,-2.56218,0.8768773,-0.10478288,-0.9620725,-1.3860667,-0.13171999,0.5909106,1.0296569,-0.19191568,-1.8766702,1.9696524,0.9356807,1.062548
1615,-1.688609,-0.64976513,0.52037674,0.015965976,0.19959685,0.49435815,-0.119569376,-0.18698686,-0.27875277,0.41083863,-0.3894419,0.71703374,-0.28598106,-0.074931234,-1.4996927,-0.30030984
1173,-1.6215179,-0.35973772,-0.6867209,-0.84221447,0.15181713,-0.27057794,0.03515315,-0.9678881,-1.249836,-0.101979434,-0.11660212,0.8529438,0.87875867,-0.4746122,0.1648708,0.45092982
1167,-0.2526066,0.22620368,0.45382154,0.52387595,-1.3922865,-0.80853343,-0.9636049,-0.97207195,-1.6625165,-0.48659694,-0.68859184,0.08763528,-1.6988502,0.7160767,1.3737948,1.1461332
1601,0.5790938,0.18000238,0.73254037,-0.15137872,0.42239434,0.6870903,0.6859859,-3.0668664,-0.0050199665,0.53150564,-1.7423761,0.7141732,-0.16817027,0.40591347,0.124892935,0.67622066
395,-1.0173366,0.7703431,-0.032379866,-1.8267732,0.684716,0.87719,0.65868676,-1.5209595,0.102033064,0.116889566,-0.98171914,-0.21823137,-0.46942136,0.90109754,-0.37898153,0.4894657
1832,0.30432943,-2.3404982,-0.877934,0.4689469,1.5322928,-1.0389946,-0.89597803,-0.24660116,0.19669846,1.3187616,-0.37985888,1.2162989,-1.3596668,1.4958662,-1.264782,-0.27114785
1198,-1.2204694,0.29259083,2.1565688,-0.10036591,-1.2367995,0.87081224,0.7676712,-0.26362014,-0.30540857,1.1597859,-0.18879163,0.88381267,0.026543424,-0.55523676,0.8590688,0.83590376
1826,-0.58111155,0.75974774,1.3602071,0.86435014,-0.030311627,-0.94829977,-2.1178656,-0.90241426,0.59251595,0.9162042,-0.8233733,-2.2881222,-0.7051005,0.26593184,0.73584133,0.006522566
342,-0.10714984,-1.2094667,0.022051277,-0.02915068,-0.6162728,0.66704273,0.77526116,1.7795496,0.7445487,0.18693301,0.76756585,1.2329521,-0.42509282,0.24750683,0.6930078,-1.1931025
430,1.0043055,-0.1709399,-0.8074804,-1.2043666,0.14799324,0.31395638,0.44531325,-1.1741709,-0.09544702,-0.33961135,-0.028642625,1.9052445,-0.92862606,-0.5730039,-0.73877263,0.17916547
356,1.3870678,-1.8975765,-0.62067556,-0.4160257,0.36915,1.3698885,1.1037413,0.17656079,3.016432,1.3228291,-0.5210837,0.19228345,-3.2846217,1.1139125,-0.725973,-0.37813783
801,1.9264079,2.6170042,2.143428,-0.07981649,0.058736667,0.9825441,0.51308423,-1.0338038,-0.33393258,-2.4104278,-1.7182605,-0.20762119,0.975517,-0.6695516,0.9049858,-0.7884734
41,-0.7969583,1.3331649,-1.6652185,-0.507241,-0.99149364,0.05429075,0.6674087,0.8950006,0.6368518,-0.24990241,0.18178272,-0.52182895,-1.4220725,0.46765506,-0.6313028,-0.874127
7,1.2621362,-1.0208325,-0.6102144,-0.6386444,-0.8379185,-0.4970769,0.40822765,0.775485,2.0073683,-0.230165,0.64554965,-0.33222294,-1.077997,1.6487403,-0.25728452,1.0516465
815,0.11946702,1.1116633,1.6156487,-1.6949927,0.16248505,-3.1945229,0.47866005,-0.7623523,-0.1831703,0.30766195,-1.4549133,1.4155577,-0.39568138,0.71303827,-2.1254761,-0.547498
1359,0.4673496,0.013073072,1.812533,-1.0792805,-1.2876931,0.9627473,0.8166715,-2.549859,0.5926794,0.6261089,-4.1180143,-2.4832618,1.9430425,-2.4843657,-1.1116079,-1.3732855
55,1.1986659,0.20006356,-1.029523,-1.1097627,-0.5075354,-0.33384228,-0.9858078,0.70058477,-1.0429069,-0.56103617,3.2396598,-0.21857944,0.4949429,0.7054983,-1.4184859,0.79935086
1371,-1.7547334,1.2480023,-0.23158103,1.8077044,2.192942,-0.3850725,0.84827554,0.9180308,1.7532865,-1.6302452,-0.6390723,-2.299321,-0.75076,-0.28254935,-0.556131,-0.5292792
1417,-0.25574383,-1.350819,-0.61009765,0.7718054,-1.3217838,-0.65541536,-1.2033112,1.7997358,0.0003940314,-0.82590026,-0.18402773,0.5899526,-0.5898504,1.0390319,-0.8998827,-1.0829613
197,-0.51489913,0.6660882,0.016115248,-0.53914756,-1.581928,-0.37840897,0.31125894,1.030941,-0.5241183,1.2471805,-2.377176,-3.2356966,-2.728153,-0.47073174,-0.9290491,-0.5560599
1403,-0.5479592,-0.2160371,1.0217689,1.4507315,-0.36865532,-0.5271252,-0.49093038,-0.19326553,-0.24527568,0.24834988,0.3129968,-0.2703096,-1.1351181,-1.0555642,-0.0023168325,0.98221767
829,1.2404345,-1.2018448,1.3265853,-0.07851668,-1.9198674,-0.42685696,0.30369693,0.160745,1.2894901,-0.28709048,-0.49601284,-0.7491478,-0.7874757,-0.40389267,0.68134785,-1.8271586
1365,0.8485527,0.30800653,0.3646009,-0.14624536,1.0471544,0.23605731,-4.027939,-0.16037872,-0.21070063,0.026565582,0.6027721,-0.2598951,-0.34927937,-1.7187402,-0.28278244,-1.572921
69,1.3853977,-0.73769796,1.0488951,1.377938,-0.9785765,-0.98031425,0.93918127,-0.28219697,-2.4418707,-1.1581767,1.724897,-0.12974548,1.2823452,1.3445985,1.496858,-0.43142748
82,-0.052156508,-0.8867348,-1.9492137,-1.2308232,-0.8537381,-0.49453062,-1.1311936,-0.9496813,-1.416321,0.51718175,0.37590432,-0.42110848,-0.22535914,2.0537384,-1.4010794,0.6367522
168,0.9910742,0.87532663,-1.3854516,-0.25516233,-1.1620893,1.6693082,0.24322966,-1.3422314,-1.1165409,0.32810718,0.38319704,-0.6013478,-1.3427737,-1.3767926,-0.3894115,1.0757372
96,1.0992153,-0.6032959,0.37725198,-0.21007371,0.12480204,0.09297932,-1.6702919,1.4782368,-1.1739094,-0.14862645,0.8789704,-0.67151225,-0.27872458,-0.14894152,-0.57775587,0.5334832
140,-0.4435529,0.61874723,-0.1195045,-1.4653115,-1.2802917,0.33968115,-1.9743979,1.5818915,-1.158463,0.7370429,-0.07784897,-0.25668693,0.33074012,-0.90940267,0.9275206,1.4101238
154,1.1218417,0.86176723,1.4848584,-0.49229497,-0.20065062,-0.5108863,-1.3104012,1.6139133,-1.109839,-0.544455,-0.29078588,0.9649877,1.2220287,0.45099533,0.28097683,1.5247326
632,0.9431858,0.77351606,0.9074847,-1.6934885,-0.5327306,-0.43112975,-1.697133,0.6049294,0.08420418,-0.79468143,0.3195248,0.13288862,0.36524636,2.4127696,-2.0150123,-0.12269145
1239,-1.3248366,0.10763267,-0.25083143,1.6790822,1.1549277,1.1302754,0.47710416,-0.75326645,0.28913203,0.8506209,0.35111067,1.3847392,-1.1066618,-0.40268543,-0.09011114,1.1676136
2056,0.42920503,-0.28128222,-0.5551193,-0.21059476,0.016211674,-0.37531555,-0.07366931,1.1975281,-0.31787586,0.09148774,0.23116976,-0.01321435,0.10681552,-0.50967854,0.2294438,0.97823143
2042,0.86734974,0.3186084,-1.7427988,-1.0143476,-0.0007106364,-0.61380523,0.3150459,-0.9817964,-0.43339548,-1.1755893,-0.4377777,-0.85466325,-1.2167033,-0.29811344,-1.332705,1.037874
961,0.12406644,0.3601045,-0.29804647,-1.4963971,0.94677305,0.388124,0.7659534,0.7558821,-0.26589727,-0.7527224,0.28845453,0.17020947,-0.06916949,0.37199757,0.6375725,-0.35518166
1205,-1.7379129,0.010509223,2.0854948,1.3095021,0.9586189,-0.4938257,0.40892515,-0.6161726,0.18582723,-0.02020882,-0.14973235,0.49667984,-0.44044116,0.17059088,1.1967325,0.3907464
791,-0.73735154,0.68277407,0.22903259,0.2931939,-1.6849765,0.1978533,-0.10561964,0.9297846,-0.38974634,-0.43807924,-1.4539392,-2.943655,-0.02550207,0.113428235,0.65930676,-0.6811585
949,-1.0051675,-0.026420042,-0.28482017,-1.3865647,0.22270074,-0.46958923,0.30678228,-0.39301533,1.9203795,-1.8273244,-1.097558,0.30824873,0.7164712,0.73849297,1.3845114,0.65624225
1563,1.161576,-1.5496987,0.5626614,-0.035582088,0.86333585,0.5884265,2.571268,-0.30015326,2.088576,-1.612427,-2.624677,0.8159071,0.7611223,-2.0211651,-0.22436543,0.5477838
1577,0.38822702,-1.038557,-0.8222796,-0.26884207,-0.01703024,0.037248135,0.9160085,0.9936936,0.80257964,-1.4322592,-0.11744273,0.35371643,-0.9055543,0.6673994,-0.3999379,-1.3030629
1211,-0.5927914,-0.45264012,-0.5187088,1.5085001,-0.13260582,-0.61621314,0.6372018,-0.32036698,0.3801663,-0.5485233,-0.064051114,0.25864208,0.3098199,1.3481811,-0.049069628,-0.12715372
1588,0.7711234,-0.48907655,1.3527597,-0.48341882,0.88320863,1.2199337,-0.25823528,0.2947153,-0.5302384,-1.2075351,0.113649726,-0.5200757,-0.6091491,0.30896422,1.6893853,-0.3525632
746,-0.7519214,-0.22160858,-1.5444034,-0.43361673,1.0169513,-0.8101451,-0.34333172,1.0790195,-0.6457106,-0.15644857,0.81591487,0.71093863,0.01753828,-0.8137577,-0.95909166,-0.48784697
1985,-1.585603,-1.0337354,0.03811571,0.97049,0.048929326,1.2316475,-1.0067737,-0.08541179,1.2961937,1.4363482,1.7330527,-0.45415837,0.3825258,0.46999234,-0.38691324,-0.3810404
1749,-0.0144922435,-1.3533753,1.2048533,0.91456616,0.10099418,-1.8065283,-1.3722055,-0.10281816,0.9079521,-0.21039483,0.7015892,1.7268233,-0.30392623,0.35540554,0.4283653,0.55919343
1991,0.8134169,-0.64503825,0.49290648,0.20745064,-0.15231654,1.3949695,-0.22200072,0.27089524,1.5619276,-0.34150624,-1.0333388,-0.16829967,0.533127,-0.3814764,0.33273712,1.5494516
1761,0.8491343,-0.36525506,0.16095543,1.2518694,1.1810477,-0.59411085,-0.01604256,-0.80690575,1.0696149,0.0064274967,-0.767088,0.5369803,-0.21967447,-0.72850966,1.1692461,-0.90928006
1007,1.0459005,-0.27629825,-0.83737,-0.24736553,1.6311998,-0.81896436,-2.5867996,-1.0256833,-1.7660992,-0.5378517,0.8106175,-0.2143619,-0.50402606,1.0990081,1.0528319,-0.20200366
1013,0.5979579,-1.2291455,0.31055385,0.5410379,-0.46557933,-0.07568364,2.298134,-0.2523296,-0.6431404,-1.8496857,0.32660657,-0.055020817,0.65196323,0.09645468,0.93481743,-0.014865965
1775,0.23706603,0.5402748,-1.6359499,1.5179813,-0.8584298,1.7391514,0.99297965,1.1754241,-1.304999,0.36936474,0.43597957,0.64870507,-0.7254092,-0.10770327,0.44802397,0.5710631
1946,2.607253,-0.9986489,0.91711193,1.2483567,-0.26226017,0.569671,-0.5679581,-0.19953138,2.5188339,-0.0029302835,0.81702524,-0.5420525,-0.3643305,-0.027893186,-0.037574172,-0.57578146
1952,-1.046496,-0.6281404,2.2048554,0.55388165,0.5029759,1.7448924,1.5882801,-0.66496915,-0.05211992,0.21165884,-1.062191,-1.174005,0.65249825,-1.4093589,1.8919052,1.2077512
236,-1.7998906,0.12885334,-0.15762976,-1.3127327,-1.1179508,0.5166895,-0.15177858,0.756672,-1.7252257,-0.7883241,-0.7288646,1.335993,0.034643784,0.3383671,-0.25314108,-0.32857504
550,1.7281665,0.7526922,-0.7098106,-0.12073058,-0.15333605,0.84474266,-0.119354784,1.1448677,0.47634944,0.78591174,-0.1253522,-1.2400635,-0.372868,1.1930376,-0.81053257,-1.1365111
544,0.26956043,1.4050119,0.38234425,-0.8962068,-0.28702536,-0.635494,1.0529886,-1.1063783,0.36115444,-0.33064508,0.8464643,1.2810566,-0.11699617,-0.19957906,-0.5179167,-0.03581202
222,-0.20351005,-0.8283509,-0.64369816,-0.21975769,-0.8753308,-0.41619802,0.67326057,-0.15222514,-0.04429619,0.39594138,-0.56886154,-0.83986145,0.46939382,-0.455265,-0.825079,1.3765957
234,-0.42338946,1.0047218,1.0182185,-0.4683609,-0.4925445,0.13477677,-0.06091708,0.048080653,-2.3185484,-0.02548778,0.5944518,-0.82426214,-0.5630656,0.14309174,-1.2195187,-1.0760548
1978,-0.5432884,0.48806876,-0.41393238,1.574625,0.52251697,0.58525753,-1.0889497,-0.7927849,1.3047855,-0.19772205,-0.48364457,-1.4090784,-0.31525484,0.27070022,0.4287494,-1.3165838
220,-0.39899123,0.03944622,0.5242523,-1.2157327,-1.2358077,0.9492345,-1.5061848,0.7144202,-1.2260414,-0.75882673,-0.5803398,1.5195513,0.60165054,-0.60209113,0.66422915,1.0237664
208,0.16957408,0.8843696,0.259023,-1.3469791,0.8628254,0.7841484,-0.07330108,-1.6631161,0.8991858,0.45620647,0.08514994,1.244773,-2.020327,0.35439843,0.8215387,0.6498294
1944,-0.09694527,-0.25010458,-1.4586675,-0.42308566,-0.107849255,0.2863142,-0.31297922,-0.049952447,-0.3022199,-0.8458663,-0.46100453,0.89363873,1.9901897,0.2329247,1.6174928,0.1168613
1788,-0.10520604,1.114815,0.92984056,1.3694823,0.8011764,1.2477928,-0.44615862,-0.8552043,-1.226174,-1.0032706,-0.47014713,0.0262978,-0.12631832,0.8617094,-0.21597639,0.4199388
1950,-0.8357161,-0.46727583,1.2190284,1.3404067,-1.2984465,1.0020496,-0.6585933,-0.0023183376,0.50065595,-0.025688946,0.7498559,-0.6855695,-0.2915976,0.28658414,0.112769485,-0.79323614
1005,0.29163024,-0.22889847,0.98005116,0.4180526,-0.17007288,0.066581726,-0.37995976,0.6417357,0.57797444,0.75521475,-0.83544713,-0.14679763,0.39039698,0.21132767,0.5275526,-0.5202106
591,0.42179102,0.08478464,0.058794618,-0.9792315,-0.8652619,-1.6159,-0.9959838,1.1513866,-1.0409824,-0.53728163,3.48338,-0.81128466,0.23805425,0.6519317,-0.17763603,0.20348454
1763,0.14148235,0.026630484,-0.48788258,0.027787752,-0.54053944,0.8580367,0.35760123,-1.011964,-0.19363879,-3.8885167,-0.36285537,0.38995633,-1.6935608,0.4364769,2.7516935,-2.0557315
1777,0.25972173,0.17431974,-0.09033349,1.9939362,-0.41099897,1.570405,1.4108365,-0.89220357,-0.47948384,0.18647933,-0.4080881,0.6114037,-1.2669874,-0.40277523,0.81514543,-0.5897649
585,0.5474984,-0.48358923,1.6368003,-0.75232583,-0.37559733,-0.49289572,0.010211952,-0.6324001,0.5401957,1.2482452,0.2081027,-0.9499684,-0.790035,-0.4949715,-1.3341901,-0.5603197
1011,1.2203889,-0.73294616,-0.52442837,0.01581359,-0.62303597,1.2773051,1.1828529,-0.24889404,-0.849406,-1.2527665,-0.10173011,0.8974871,0.5172751,-0.31408748,0.12749413,-1.7528522
1039,-0.819449,-0.70008004,-0.23792619,0.25395283,0.59428674,-0.53756016,-0.41529936,-0.17723696,-0.027492478,-1.8643793,-0.52780247,0.64749795,-0.74934244,-0.46617192,1.3007371,-0.28377208
1987,1.4538273,0.79353154,-0.5169337,0.06956573,0.52162826,0.5359862,-0.12497926,0.77915585,0.07819106,-2.2395663,0.623572,-0.7239115,1.5074297,-0.44036144,1.6447502,-0.1394895
1993,-0.1511114,-0.270392,0.05164597,1.8538481,0.9206998,-1.3396108,1.1173562,0.48946875,1.1193175,-0.13238527,0.7621639,-0.88185126,-0.29435635,-0.47485965,-0.2686115,-0.7773701
